"source","sourceScope","sourceId","productId","productName","rating","author","authorMeta","authorUrl","date","title","message","verified","location","replyAuthor","replyDate","replyMessage","relevance","sourceUrl"
"stamped","exact_product","30369181","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","janice d.","","","07/15/2020","Brought a little sunshine to her day","Brought a little sunshine to her day!! It was a perfect pick me up from my dear friend who’s going through chemotherapy she enjoyed all the special gifts that the little box brought her!!","true","US","Rock the Treatment","07/22/2020","Janice, we are so glad that she got to smile a little and that your gift lifted her spirits. Thank you for sharing. Stay safe.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","30313253","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Barbara T.","","","07/14/2020","Medium Cancer battling basket","We have not heard from the recipient but working with this company was top notch. It was shipped right away and it made us feel like in some way we were trying to help someone battling cancer. My husband has had chemo and radiation in the past and thought all of the products that were included would be helpful, all of them!","true","US","Rock the Treatment","07/22/2020","Barbara, thank you so much for taking the time to share your thoughts. We wish the recipient, your husband and family many blessings. Stay safe.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","30312026","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Donna B.","","","07/14/2020","Women’s Medium Chemo Basket","The recipient throughly appreciated the chemo basket. Renee said it had everything she needed.","true","US","Rock the Treatment","07/14/2020","Donna, we are thrilled that Renee liked your gift and that it had all the supplies she needed. Thank you for taking the time to share. Stay safe!","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","29961670","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Elizabeth P.","","","07/06/2020","Wonderful treat!","Great customer service and just a wonderful thought-felt gift for someone going through the unimaginable!! Thank you!!!","true","US","Rock the Treatment","07/07/2020","Elizabeth, thank you so much for the kind words. We greatly appreciate you taking to the time to share your thoughts. Take care and be safe.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","29899979","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Tracey B.","","","07/05/2020","Women's Medium Chemo Basket","Website easy to use. Customer service was superior and the products inside the box are excellent!! I would use this website again and again!","true","US","Rock the Treatment","07/07/2020","Tracey, thank you so much for the kind words. We try very hard. Many blessings to you all.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","29844992","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Dina B.","","","07/04/2020","Rock the Treatment","Great customer service; caring and supportive team!","true","US","Rock the Treatment","07/07/2020","Thank you!! Many Blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","28651094","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Tasha H.","","","06/15/2020","Great basket - my stepmother LOVED it!","My stepmother loved this and thought all of the items were very high quality and useful. Thank you for brightening her week!","true","US","Rock the Treatment","06/15/2020","Tasha, we are so happy to have a small part in making someones day a bit better. Thank you so much for taking the time to share your feedback. Much appreciated. Have a great day and be safe!!","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","28624196","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","London O.","","","06/13/2020","Highly Recommend!!","Prior to making my purchase I reached out to RockTheTreatment to see if I could personalize a chemo care package. Stacy was super quick to respond and was very friendly. She was able to accommodate my request without hesitation. The chemo care package was was shipped quickly. My friend received her care package on-time and was very grateful for the items she received. If I ever need a chemo care package in the future, I will definitely purchase from RockTheTreatment again. Excellent experience.","true","US","Rock the Treatment","06/15/2020","London, we are always happy to help any way we can. We hope you never have the need to send another basket like this...but if you do, we are hear! Have a great day. Be safe!","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","28282685","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","angie W.","","","06/08/2020","Womens chemo basket","Was perfect for a cancer patient. I had no idea what to send and it was super helpful and thoughtful with well needed items.","true","US","Rock the Treatment","06/10/2020","Thank you Angie. We appreciate you sharing your thoughts.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","28078900","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Tara V.","","","06/03/2020","Gift in the time of helplessness","I purchased this gift for my dear sister. I wanted her to have what she needed during chemo. This is a great gift to give that can actually help your loved one.","true","US","Rock the Treatment","06/10/2020","Tara, we are so glad that your sister had what she needed. We hope it brought her a bit of comfort. Thank you for sharing your thoughts. Take care.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","28037131","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Dena M.","","","06/03/2020","Love this Box!","I bought the box for my best friend who is going through chemo and she loved it!","true","US","Rock the Treatment","06/03/2020","Dena, we are so happy to hear! Thank you.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","27978794","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Megan N.","","","06/02/2020","Highly recommend","Great idea for a care package box to send to a friend/relative going thru the chemo infusions. The website was User-friendly, excellent customer service, expected time of delivery. The Recipient of my purchase was thrilled by the box and it’s content. Highly recommend!","true","US","Rock the Treatment","06/03/2020","Megan, we are so glad that your gift was well received and that the recipient enjoyed it. Thank you for sharing your thoughts. Be safe.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","27947812","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Brittany H.","","","06/02/2020","Great Mission & Service","I wanted to send a gift to a friend receiving treatment, but didn’t want to go the traditional route. I googled gift ideas and am so glad I found this company. The gift was practical and thoughtful and my friend was really touched. The service was quick too and she received it within a couple days of my order.","true","US","Rock the Treatment","06/03/2020","Brittany, thank you for taking the time to share your lovely feedback. We are so happy that your friend liked your gift! Many blessings!","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","27704096","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Sheldon W.","","","05/28/2020","Great Service and Useful","This was a great gift to a friend. The service was terrific and she loved everything in the box. She thought it was well thought out and really helpful.","true","US","Rock the Treatment","05/31/2020","Sheldon, Thank you so much for the kind feedback. We are so glad that your friend/family like the basket.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","26914879","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Grecia C.","","","05/12/2020","Helpful!","I bought this for my mother in law hoping it would help her through the treatment. We aren’t able to go see her and be with her because of COVID-19, so it was such a relief to be able to help her this way. She got her basket a few days after she started her chemo and she was feeling down. That day she was feeling nauseous and had dry mouth, and BOOM, the basket had what she needed. She was so grateful to have things she didn’t even know she needed yet. THANK YOU for helping me help her!","true","US","Rock the Treatment","05/14/2020","Grecia, thank you so much for taking the time to write such a lovely review. We are so happy that your mother in law got your gift at the perfect time!! Many blessings!","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","26279659","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Vanessa V.","","","04/30/2020","My Aunt Loved It","She was very impressed with the basket’s contents. I loved how fast the delivery was! Great purchase!","true","US","Rock the Treatment","05/01/2020","Vanessa, it makes us so happy to know that your Aunt loved her gift!! Thank you for sharing. Be safe and many blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","25815610","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Madison B.","","","04/23/2020","Perfect Gift","This was the perfect gift to send at one of the worst times. Was delivered the next day and had everything needed. Was greatly appreciated. Highly recommend.","true","US","Rock the Treatment","04/29/2020","Madison, thank you so much for the positive feedback. Much appreciated!!","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","23290876","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Sheila C.","","","03/03/2020","Brightened my sister’s day just after her chemo treatment","Great service, answered my two emails questions promptly with a cheerful attitude.","true","US","Rock the Treatment","03/03/2020","Sheila, We are thrilled that your sister enjoyed your gift!! Many blessings!","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","23132739","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Esther C.","","","02/24/2020","A Thoughtful Surprise!","I purchased a medium men's basket for a relative. Long story short, he was thrilled! I could hear the delight in his voice as he talked about the contents of his package. Being at least a 13 hour drive away, this made my mom, siblings and myself feel like we were able to provide a small level of comfort until we see him. Thank you again Stacy!","true","US","Rock the Treatment","02/25/2020","Esther, so GLAD to hear that your relative was thrilled with receiving your gift!! Thank you so much for taking the time to share your thoughts. Many blessings to your family!!","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","22984284","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Carly A.","","","02/20/2020","Woman Chemo package","Amazing!! Thank you","true","US","","","","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","22910157","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Andrea C.","","","02/18/2020","Medium Box","I sent it to a friend and she messaged me that she had so much fun looking at all the items in the box. She said she was eating some of the chocolate candy while typing to me. Your box contents are the best and as she goes through some very rugged chemo, I know she will use everything. Thank you for providing this service for those of us who want to do something and are too far away to help!","true","US","Rock the Treatment","02/18/2020","Andrea, We love that your friend enjoyed going through all of the items included in your gift. We wish her and her family many many prayers and blessings!","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","21896798","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Rhond T.","","","01/19/2020","Best Gift Ever for Chemo Patients","I bought this as a gift for my sister-in-law who has just began two different types of chemo treatments","true","US","Rock the Treatment","01/19/2020","Rhonda, we wish your sister-in-law many prayers and blessings. Thank you for taking the time to write a review.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","21651268","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Laraine O.","","","01/14/2020","Basket was a gift","Communication and caring emails from Stacy from the moment my order went through. I understand that our friend has already begun using some of the contents even though she is in the very early stages of treatment. On her behalf, I thank you very much.","true","US","Rock the Treatment","01/14/2020","Laraine, thank you so much for taking the time to write such a thoughtful review. We are so happy your friend enjoyed the basket. Many blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","20438297","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Natalie U.","","","12/16/2019","Amazing Gift!","I ordered this for my Aunt and she loved it. She said that the queasy pops were a life saver for her. I ordered online and had it shipped to her house and it arrived in a timely manner. I had a friend recommend this site to me and I would highly recommend to anyone else who knows someone going through Chemo. Thank you!","true","US","Rock the Treatment","12/17/2019","Natalie, thank you so much for taking the time to provide a review. We are so happy that your Aunt loved the basket and that she found something that can help her with the awful nausea. Many blessings to your family!","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","19976236","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","donna g.","","","12/06/2019","Amazing","My brother and sister in-law sent me this care package after I was diagnosed with breast cancer. I used every item in this package during my treatment and it was a blessing. I would highly recommend this for a loved one going thru chemotherapy.","false","United States","Rock the Treatment","12/07/2019","Donna, thank you so much for taking the time to write such a nice review. We are so happy that you found our package to be helpful during such a difficult time. Many Blessings!!","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","19947554","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Harriet S.","","","12/04/2019","My friend loved the package","My friend loved all the products. She felt as if someone cared and knew exactly what she was going through.","true","US","Rock the Treatment","12/04/2019","Harriet, thank you for taking the time to write a review. We are so glad to hear that your friend loved the package!! Many blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","19547624","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Margaret B.","","","11/23/2019","Rock the treatment chemo box","My friend loved it and started using it on her first treatment!","true","US","Rock the Treatment","11/25/2019","Margaret, thank you for taking the time to write such a kind review. We are so pleased that your friend liked the basket. Have a great T-giving!","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","17481784","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Deborah M.","","","09/30/2019","Wonderful Gift!!","I didn't use it but sent it to 2 friends going through treatment. They absolutely loved the baskets. It was just the perfect gift! I am so happy with this gift!!","true","US","","","","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","17122841","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Stephanie F.","","","09/23/2019","Wonderful Work","This company is doing wonderful work. The items that were in the box I purchased were perfect for the patient that is undergoing therapy. This was a perfect box of items that brought such joy to the person whom I purchased it for. You and your company are doing wonderful work. Thank you so much!","true","US","Rock the Treatment","09/24/2019","Stephanie, thank you so much for taking the time to post a review. We appreciate your kind words and are very happy the basket brought a little joy in a difficult time. Many blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","16914124","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Janel S.","","","09/15/2019","Awesome gift!!!","Absolutely loved this box and just the right amount of love and thought to make that special person smile.","true","US","Rock the Treatment","09/19/2019","Thank you Janel! We appreciate you taking the time to write such a great review.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","16519432","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","JOY H.","","","09/03/2019","Brightened my friend’s day!","My friend just started chemo and was really struggling. She got the box and cried! She was so excited to try all the goodies. It’s a wonderful gift!","true","US","Rock the Treatment","09/03/2019","Joy, thank you so much for taking the time to write such a wonderful review. We are so glad that your friend enjoyed receiving her box of goodies. Many blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","16398876","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Sarah C.","","","08/28/2019","Perfect chemo basket","My friend loved her basket and said every single item was completely perfect for her needs right now. I hope to never need to, but should I ever have a friend in need again, I will certainly be ordering from RocktheTreatment.","true","US","Rock the Treatment","08/28/2019","Thank you so much for taking the time to write such a wonderful review. We are happy to hear that your friend found the basket useful! Many blessings.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","14988931","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Claudia R.","","","07/08/2019","Thank you Rock The Treatment!!!","I highly recommend Rock The Treatment's services and products to anyone looking to provide a convenient gift for someone going through this process. The website was very user-friendly, and I was able to place my order easily. My giftee was Very pleased with her basket and its contents.","true","US","Rock the Treatment","07/09/2019","Claudia, thank you for your lovely review and the kind words. Much appreciated. We are so pleased that your giftee enjoyed the package.","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","14776727","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Louie","","","03/10/2019","Special Treatment from RTT","The recipient was 'overwhelmed' with the gift box replete with 'precious' after-cycles-of-chemo-treatment necessities. Saw rock the treatment online and was relieved to see this patient-approved-package... Many thanks to Stacy for handling and rectifying my error- an address mix up :( You've made my friend happy and me- quite pleased 5 stars for your special treatment :)","true","","","","","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","14776726","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Karen","","","03/09/2019","Great comfort","I bought this for my dear friend undergoing chemo. She loved it and I love being able to help make her more comfortable!","true","","","","","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","14776725","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Chelsea","","","03/08/2019","Excellent Product!","This is a quality product with lots of thought and effort put into it. Very personable service as well. My friends loved their basket!","true","","","","","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","14776724","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Fantasia","","","03/07/2019","You made her really happy","thank you","true","","","","","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"stamped","exact_product","14776723","235","Chemo Gift Basket Care Package for Women (Medium) by Rock the Treatment","5","Terry","","","03/06/2019","THANK YOU SO MUCH!!!","Thank you so much for offering comfort items for those we lovenGoing thru such hard time!nnIt meant so much to me, feeling so helpless knowing all nMy loved one is going throughnnI will share with everyone i know!!!","true","","","","","exact_product","https://www.rockthetreatment.com/womens-medium-chemo-basket/"
"etsy","exact_listing","4796488580","1064269310","Medium Women's Chemo Care Package","5","Wanda","","https://www.etsy.com/people/wddiaz?ref=l_review","Jan 8, 2026","","Excellent product and customer service.","true","","Response from Stacy Lynn Berkowitz","","Thank you! We greatly appreciate you taking the time to share your feedback. Blessings 🙏❤️","exact_listing","https://www.etsy.com/listing/1064269310/chemo-care-package-comfort-gift-basket"
"etsy","exact_listing","4184256387","1064269310","Medium Women's Chemo Care Package","4","Moni","","https://www.etsy.com/people/mgabad?ref=l_review","Aug 5, 2024","","The item arrived quickly and was as described. However given the cost, I was a little underwhelmed by the quality of some of the pieces in the package. Overall though I would recommend this item if you are looking for a gift that is thoughtful to the experience of someone going through cancer treatments.","true","","Response from Stacy Lynn Berkowitz","","Moni, we are so pleased that you were happy with our cancer care package overall. we are always interested in hearing how we can make things even better. we would welcome you reaching out directly so we can get more specifics with the intention of making our chemo care packages even better. blessings 🙏❤️","exact_listing","https://www.etsy.com/listing/1064269310/chemo-care-package-comfort-gift-basket"
"google","company","Ci9DQUlRQUNvZENodHljRjlvT2xsb1kydEZYMFZxUlRGTFdEbFBlV3BhTjFoV1ltYxAB","","","5","Teri Patton Rich","Local Guide·22 reviews·18 photos","https://www.google.com/maps/contrib/117489043999399662511/reviews?hl=en-US","3 weeks ago","","I was researching for something to buy my sister-in-law who is going through a series of chemo when I found your site online. I felt so bad for her and what she was going through and I purchased the women’s chemo care package for her. I was impressed at how quickly it shipped to her. My brother said it was perfect. She has loved every item in the box. He said ""whoever picked the contents, they know chemo…the lozenges, peanut butter crackers & everything else has been perfect for her nausea”. He said some of her church ladies had sweetly been bringing by flowers, but this was so much more helpful and really brought her spirits up. You have a great thing going here and I would recommend them to anyone having to go through this hard time in their lives.","false","","Rock the Treatment (Owner)","2 weeks ago","Thank you so much for your kind words. It means the world to hear that the care package brought your sister-in-law comfort and lifted her spirits during such a difficult time. Please tell your brother his comment ""whoever picked the contents, they know chemo"" is one of the sweetest compliments we could receive. Wishing your sister-in-law strength and brighter days ahead, and thank you for trusting us to be a small part of her journey.","women_chemo_package_unspecified_size","https://www.google.com/search?sca_esv=5e6c1f1176e333b8&si=APenkKm7iecQ4G6P-TsbSMFKIQtv3EFIqRAFw-i8uEbk55Z-_6d3ozmn-eNjsRjteM_rr1YkA11hArt9ujLOgZz9KZWAjmGk7nveI1bbVuvdGZEJHbhtWVmIfCBVEKgB10VCY86lcIajZnyFVsfUU2AeU7H3y-L8Ng%3D%3D&q=Rock+the+Treatment+Reviews&sa=X"
"google","company","Ci9DQUlRQUNvZENodHljRjlvT25Bek5FTm9iRzk1Tmt4NFh6WkVkbEZ0TVhCRlNWRRAB","","","5","Tina DeM","11 reviews·2 photos","https://www.google.com/maps/contrib/104304243486284761696/reviews?hl=en-US","a month ago","","Sent to a family member who was so appreciative of the goodies she could take to chemo the next day. The photos are from her. It’s a well made and thoughtful gift for anyone fighting cancer and I would highly recommend it. The owner has reached out personally both times I've placed orders and is truly special. Thank you!","false","","Rock the Treatment (Owner)","a month ago","It warms our heart to hear that your family member got their cancer care package just in time for their treatment! We loved the pictures thank you for sharing. Wishing your family member and you all many blessings.","possible_women_package","https://www.google.com/search?sca_esv=5e6c1f1176e333b8&si=APenkKm7iecQ4G6P-TsbSMFKIQtv3EFIqRAFw-i8uEbk55Z-_6d3ozmn-eNjsRjteM_rr1YkA11hArt9ujLOgZz9KZWAjmGk7nveI1bbVuvdGZEJHbhtWVmIfCBVEKgB10VCY86lcIajZnyFVsfUU2AeU7H3y-L8Ng%3D%3D&q=Rock+the+Treatment+Reviews&sa=X"
"google","company","Ci9DQUlRQUNvZENodHljRjlvT2tJNVJYVkRkMmRUU2toeE1FMDJOWHBrZDJweU0yYxAB","","","5","Alissa Schneider","4 reviews","https://www.google.com/maps/contrib/116713526510172832122/reviews?hl=en-US","2 months ago","","I recently found out a friend of mine is going through chemo for breast cancer. I wanted to send her something that would be helpful and to let her know that I was thinking of her. She said she cried happy tears when she received the package and that she will be able to use the items during her treatment. The order was shipped and delivered so fast, and when I made a mistake with the delivery address, the company quickly fixed it for me.","false","","Rock the Treatment (Owner)","2 months ago","Thank you so much for your beautiful words. Knowing your friend felt loved, supported, and comforted during such a difficult time truly means the world to us. We’re so grateful we could play a small part in helping you remind her she’s not alone.","possible_women_package","https://www.google.com/search?sca_esv=5e6c1f1176e333b8&si=APenkKm7iecQ4G6P-TsbSMFKIQtv3EFIqRAFw-i8uEbk55Z-_6d3ozmn-eNjsRjteM_rr1YkA11hArt9ujLOgZz9KZWAjmGk7nveI1bbVuvdGZEJHbhtWVmIfCBVEKgB10VCY86lcIajZnyFVsfUU2AeU7H3y-L8Ng%3D%3D&q=Rock+the+Treatment+Reviews&sa=X"
"google","company","Ci9DQUlRQUNvZENodHljRjlvT214NU1FUktVMUl3YUZWU2NDMDNZbWhQYUZoV1JHYxAB","","","5","Deborah Russell","2 reviews","https://www.google.com/maps/contrib/106740556685811894506/reviews?hl=en-US","5 months ago","","I sent one of the women's chemo baskets to my friend and she was so grateful. It was extremely heartwarming to give such a well-received gift. I really didn't want to give some overpriced food basket with stale cookies when food delivery services are everywhere. This was just perfect.","false","","Rock the Treatment (Owner)","5 months ago","Thank you so much for your kind words. It means the world to us to know your gift brought comfort and was so warmly received during such a difficult time. We’re honored to help you support your friend in a meaningful way.","possible_women_package","https://www.google.com/search?sca_esv=5e6c1f1176e333b8&si=APenkKm7iecQ4G6P-TsbSMFKIQtv3EFIqRAFw-i8uEbk55Z-_6d3ozmn-eNjsRjteM_rr1YkA11hArt9ujLOgZz9KZWAjmGk7nveI1bbVuvdGZEJHbhtWVmIfCBVEKgB10VCY86lcIajZnyFVsfUU2AeU7H3y-L8Ng%3D%3D&q=Rock+the+Treatment+Reviews&sa=X"
"google","company","Ci9DQUlRQUNvZENodHljRjlvT21SWFpGRklVSGc1VjA5bldsQlFNV2hXT1RsTFNtYxAB","","","5","leonel rodriguez","Local Guide·28 reviews·2 photos","https://www.google.com/maps/contrib/102373281122015030256/reviews?hl=en-US","7 months ago","","I cannot thank this shop enough for their incredible service. I ordered this for my aunt while she was fighting lung cancer, and the shipping was incredibly fast. The product itself is wonderful—she truly loved it and was so thankful for the gesture. It really lifted her spirits when she needed it most. Thank you for helping me bring a smile to her face.","false","","Rock the Treatment (Owner)","3 months ago","Thank you so much for your incredibly kind words. We’re truly honored that you chose us to support your aunt during such a difficult time. Knowing that it arrived quickly and, more importantly, brought her comfort and lifted her spirits means everything to us.Helping people show love and support when it matters most is exactly why we do what we do. We’re sending so much strength and care to your aunt and your family, and we’re grateful to have been a small part of that moment.","company_level","https://www.google.com/search?sca_esv=5e6c1f1176e333b8&si=APenkKm7iecQ4G6P-TsbSMFKIQtv3EFIqRAFw-i8uEbk55Z-_6d3ozmn-eNjsRjteM_rr1YkA11hArt9ujLOgZz9KZWAjmGk7nveI1bbVuvdGZEJHbhtWVmIfCBVEKgB10VCY86lcIajZnyFVsfUU2AeU7H3y-L8Ng%3D%3D&q=Rock+the+Treatment+Reviews&sa=X"
"google","company","Ci9DQUlRQUNvZENodHljRjlvT21wa05VaHNjV1p5U2pSdFNHcEVOa1JXYzFwblNGRRAB","","","5","Isabelle D.","12 reviews·1 photo","https://www.google.com/maps/contrib/110462555155221091890/reviews?hl=en-US","a month ago","","My brother-in-law was recently diagnosed with cancer and was really happy to receive his package, it included things I never would have thought to give him. The owner personally emailed me to tell me her thoughts and prayers were with him, which was very kind.","false","","Rock the Treatment (Owner)","a month ago","Thank you so much for your kind words. We’re so glad your brother-in-law enjoyed his package and that it brought him some comfort during a difficult time. Sending continued thoughts, prayers, and best wishes to him and your family.","possible_women_package","https://www.google.com/search?sca_esv=5e6c1f1176e333b8&si=APenkKm7iecQ4G6P-TsbSMFKIQtv3EFIqRAFw-i8uEbk55Z-_6d3ozmn-eNjsRjteM_rr1YkA11hArt9ujLOgZz9KZWAjmGk7nveI1bbVuvdGZEJHbhtWVmIfCBVEKgB10VCY86lcIajZnyFVsfUU2AeU7H3y-L8Ng%3D%3D&q=Rock+the+Treatment+Reviews&sa=X"
"google","company","Ci9DQUlRQUNvZENodHljRjlvT2tsRVJYTTVPVTR4YkVreWNHMVhhR28wWVU1b1NGRRAB","","","5","Donna Zajack","8 reviews·5 photos","https://www.google.com/maps/contrib/102386677613274590003/reviews?hl=en-US","a month ago","","I ordered this for my cousin who was just diagnosed with cancer and starting treatment. The thought that went into curating this gift basket was amazing. Thank you so much for this brilliant idea","false","","Rock the Treatment (Owner)","a month ago","Thank you so much for your kind words. It means the world to us to know that the care and thought behind our baskets brought some comfort to your cousin during such a difficult time. We’re honored to be a small part of their journey and are sending our warmest wishes for strength, healing, and brighter days ahead.","company_product_unspecified","https://www.google.com/search?sca_esv=5e6c1f1176e333b8&si=APenkKm7iecQ4G6P-TsbSMFKIQtv3EFIqRAFw-i8uEbk55Z-_6d3ozmn-eNjsRjteM_rr1YkA11hArt9ujLOgZz9KZWAjmGk7nveI1bbVuvdGZEJHbhtWVmIfCBVEKgB10VCY86lcIajZnyFVsfUU2AeU7H3y-L8Ng%3D%3D&q=Rock+the+Treatment+Reviews&sa=X"
"google","company","Ci9DQUlRQUNvZENodHljRjlvT2tKYVoxWm9ORE5sUm5oS1gybzRYMFJyWWpjd01GRRAB","","","5","Tony","3 reviews","https://www.google.com/maps/contrib/105396642614548942222/reviews?hl=en-US","2 months ago","","I got the large chemo kit for a friend and he loved it, both him and his wife were so impressed by all the goodies that were included.","false","","Rock the Treatment (Owner)","2 months ago","Tony, we are so happy to hear that your friend loved the large chemo care package that you sent him. We hope it brought him a lot of comfort and smiles. Thank you for taking the time to share your lovely feedback. Blessings.","possible_women_package","https://www.google.com/search?sca_esv=5e6c1f1176e333b8&si=APenkKm7iecQ4G6P-TsbSMFKIQtv3EFIqRAFw-i8uEbk55Z-_6d3ozmn-eNjsRjteM_rr1YkA11hArt9ujLOgZz9KZWAjmGk7nveI1bbVuvdGZEJHbhtWVmIfCBVEKgB10VCY86lcIajZnyFVsfUU2AeU7H3y-L8Ng%3D%3D&q=Rock+the+Treatment+Reviews&sa=X"
